,Text,score,analysis
389,excellent balance slightly sweet taste wonderful aroma since overly strong hot versatile number dishes stores well fridge value money fantastic like curry great buy,0.6047619047619047,Positive
390,safely arrived good time frame sweetner much better stevia concentrated purelo lo han sweetner mild yet sweet,0.4766666666666667,Neutral
391,many times throw old spices ive lost count one best ideas market tins full individually packaged spices keep cupboard ready premeasured convenient makes great housewarming gift friends love cook bake think kits put together wonderful purchase spices want la carte,0.49444444444444446,Neutral
392,love tea blend green tea toasted rice deliciousbr br typically drink gen mai cha afternoon im looking little pick toasted rice nutty aroma really satisfying caffeine level perfect wakes without keeping nightbr br highly recommend tea green tea lover looking try something new,0.17135521885521884,Neutral
393,bought first container dynasty five spices smell love aroma started using marinated cucumbers n onions well doesnt last forever way tried another brand five spices didnt even begin compare dynasty isnt anywhere around close buy glad find amazon true shipping little steep pay total spices stores worth,0.21406250000000002,Neutral
394,best popcorn ive ever tasted hands taste unlike anything ive hooked 1st bag really tell natural doesnt give stomach aches like lot popcorn junk doesbr br surprised flavor usually im huge fan rosemary mixed parmesan cheese flavors really complement eachother well simply amazingbr br gripe slightly expensive even 3 pack 150 less would appreciated,0.13939393939393943,Neutral
395,discontinued local stores quick grits like instant coffee flavor dope stocks 10 styles instant coffee removes real coffee shelf,0.10666666666666666,Neutral
396,im dark roast kinda guy jet fuel pretty darn good love sumatra cost difference product great packaging rocks,0.41999999999999993,Neutral
397,friend introduce bought target loved great oatmel coffee much easier pour honey checked amazon got better price shipment quick nothing leaked would definitely recommend product,0.4222222222222223,Neutral
398,normally purchase lavazza grand crema pods use breville espresso machine always happy wanted try something different ordered box espressione classic espresso instead initially disappointed results 30second shot espresso using pods contained half much liquid one using normal lavazza pods words water passing pods much slower rate lavazza maybe machine lacking pressure could tell feel pods much tightly packed lavazza onesbr br disappointment changed delight tried pods handpresso wild however never really liked taste lavazza pods using machine seemed much bitter compared real machine home espressione perfectbr br bottom line using handpresso recommend pods 100 using normal espresso machine may want try smaller size package committing 150 pods,0.028968253968253983,Neutral
399,like dark roast coffee deep intense flavor without burned taste zero bitter flavor search buy,-0.012499999999999997,Neutral
400,actually thought buying van houtte vanilla coffee kcups usually purchase overlooked description light certainly barely taste vanilla good coffee youre looking real vanilla flavor go van houtte kcups darker yellow package,0.1571428571428571,Neutral
401,wife kids loved cookies tasty nice fudge center complaint good 23 box crumbs due shipping suppose ordered several boxes would better cushioned part vine received 1 box fairly beat upbr br overall liked cookies would recommend chocolate lovers anywherebr br thank reading review,0.29772727272727273,Neutral
402,could live things soooo good usually get mine supermarket 6pack deal great idea addicts like guess wasabi flavor bit weak thats perfect although love flavor horseraddish destroys sinuses lol,0.41392045454545456,Neutral
403,boxers known susceptible gas boomer aptly named since switching wellness dry third wellness canned food fed day stays slim energetic blessedly flatulancefree also note months skin bumps disappearing ive tried several top brands seems healthful,0.25555555555555554,Neutral
404,ok im always lookout substitute drinks soda cant give fizziness caffeine something sparkling ice drinks may caffeine definitely fizz enjoy drinks flavors arent half bad either fact pink grapefruit one one better onesbr br dont like grapefruit buy flavored drink well theres something grapefruit taste like sour sweet either considering avoid real fruit cant say whether tastes like real thing would think probably pretty close good easy drink definitely refreshing isnt overabundance flavors get crazy withbr br ingredients actually arent bad list isnt long flavorings natural theres actual grapefruit bottle theres even green tea extract problems come form color type red dye drink im impressed id rather made healthier drink color clear honestly think id even pay made way low list ingredients positives come 0 calories 0 sugars drink incredible theres even b vitamins thrown toobr br dye makes tad less healthy still pretty good soda substitute healthy still fizz tastes good definitely keep buying itbr br review reynard 2012,0.18714285714285717,Neutral
405,cant review foodbecause kibble size h u g ebr unless gigantic dogi think smmed dog want chew im upset love wanted mix dry,0.21666666666666667,Neutral
406,tea flavorful pyramidal tea bags seem allow flavor infuse would buy,0.0,Neutral
407,say stuff amazing cook almost exclusively makes best pie crust ever ate cant go wrong also great value,0.47500000000000003,Neutral
408,wonderful fresh buying box family reordered another surprised sisters box problem didnt want share good thing individually wrapped candies really big cherry mash always mothers favorite 1950s well ourswe glad find amazon still make taste good remember definitely order moremaybe next time even get box 24it sure made happier flowers still hear excitement sisters voice called thank,0.35833333333333334,Neutral
409,buy source 4 stores 35 much amazon,0.2,Neutral
410,strong trap perhaps strong spring bar bent springs weight early afterwards impossible set would snap even set ground eventually jaw cracked half topbr going need try something else,0.026666666666666655,Neutral
411,trying decafs find good strong ones hopeful opened box covered exclamations bam oh yeah babe first cup huge watery letdown say acidic tried times coffee kids allowed drink weak sad decaf,0.1513888888888889,Neutral
412,ive recently started eating ezekiel cereals find satisfying eaten alone doesnt much flavor pretty obvious theres processing without fruit still satisfying vanilla soy milk however eaten pictured blue berries cereal really tastes good get satisfying cereal good amount fiber ive hearing lot sprouted grains im sure really means end cereal pure something appreciate,0.31887755102040816,Neutral
413,well scratch one list stupid unfathomable reason ol betty crocker decided add soy flour havent heard eight major allergen list us react soy glutenbr br dumb dumb dumb back namaste,-0.3104166666666666,Neutral
414,okay wouldnt buy absolute favorite green tea made specialteascom decaf apricot green tea always end going back trying teas ive even gotten used drinking plain without sweeteners cup sounds pretty good right,0.1821428571428571,Neutral
415,amys products best buy amazon subscribe ship great price much stores love,0.625,Positive
416,got reading article natural health magazines october 2008 edition feed pet right article identified protein rich nutritionally balanced cat food two cats like chicken types love red snapper tuna shrimp tuna sole yellow fin tuna get combo 4 packbr would recommend switching dry food wet slowly theres upset stomachs think cats like food even picky like mine,0.017640692640692637,Neutral
417,nice chew little dry side thats like strong teriyaki taste little heat could use heat less sugar thats good jerky,0.16071428571428573,Neutral
418,clementine flavor tastes like fruit many think taste like orange clementine tree back yard,0.25,Neutral
419,dogs love food look great coats shiny scratching itching also love free shipping price dont afraid give try dogs thank,0.32,Neutral
420,wonderful item used boneless bonein chicken tastes great easy apply large container enough last quite time,0.26394557823129255,Neutral
421,ive eating years yummy great low carb snack taken onthego without refrigeration glad amazon started carrying subscription option,0.43333333333333335,Neutral
422,light delicious crackers go well soup cheese children love,0.6333333333333333,Positive
423,much say fast flavored oatmeal tastes good really easy fix couple minutes reasonably good like stuff,0.44666666666666666,Neutral
424,different types ramen best thus far highly recommend enjoys ramen spicy foods,0.315,Neutral
425,stronger caramel flavor although still medium strength coffee best caramel flavored kcup ive tried reorder,1.0,Positive
426,ideal must try sweetener rely artificial sweeteners contains sweetening ingredient sugarfree gum xylitol absolutely best ive tried far imitating sugar taste comes granulated powdered brown sugar version bestbr br warning product hazardous pets package labelled states along chocolategrapes etc careful leave get digestive system handle enzymes way humans,0.31666666666666665,Neutral
427,got dog paw flapper hes basset hound mix loves use nose hes also pretty smart keeping occupied difficult unfortunately super simple puzzle first time played took ten minutes find treats next time took five minutes really isnt anything challenging opening flaps takes dog second keep pushing nose holes rotate top find treats fun toy full treats thats givenbr br puzzle seem well made though bad product isnt challenging enough ill returning trying one puzzles,0.09431216931216932,Neutral
428,saltfree product purchased chips quite greasy,0.0,Neutral
429,like taste coke pepsi choose would choose pepsi soda stream cola awful normally drink soda one almost undrinkable gave two stars better environment,-0.11666666666666665,Neutral
430,really like coffee dark strong like like coffee also great value,0.3208333333333333,Neutral
431,im watching calorie intake reading reviews try thisbr truly amazingbr favorite add 1 tbs 12 cup vanilla fat free yogurt breakfast good,0.5333333333333333,Positive
432,like flavor popcorn little salty side right butter pepper flavor reason small bags dont well microwave set recommended 130 high still get burned popped pieces handful unpopped kernels cook less time get unacceptable number unpopped kernels longer many burned popped pieces also tried popcorn setting get result 130 high dont problems regular sized bags buttered flavor popcorn,0.06269345238095238,Neutral
433,cool organic fruit snack great ages kids looking organic fruit snack sons lunch box prefect great prepackaged keeps well refrigeration required great go lunch boxes camping picnics anytime keep organic fruit shelf ready anytimebr br never put labels like tots babies unfortunately organic snacks seem geared toward son loves bananas apple sauce thought would try calls banana sauce even wanted freeze popped freezer cut bottom banana sorbet loved itbr br also loves caps collecting make something holes could strung together,0.45000000000000007,Neutral
434,received box nantucket free coffee maker didnt sound like anything special put trying favorite slightly stronger coffee people coffee shop richer flavorful taste bitter like lighter roasts probably like think tastes best using 78 ounce setting reminds dine good coffee either dont know wont tell kind love,0.419047619047619,Neutral
435,bought toy 9 month old lab return twice dog loved dropping hardwood floors bottom twist part broke one good concept plastic brittle company stand behind good dog,0.36,Neutral
436,simply put pomegranate licorice really tasty yummy actually best licorice tasted love great pomegranate taste fact organic nice added bonus rating solely taste would give 5 stars looked price mean lucky got offered free thanks vine normal costumer simply point feel price expensive 5 oz bag thats cant give 5 starsbr br end pomegranate licorice one delicious treat,0.31220238095238095,Neutral
437,cant review product yet ordered gift friends birthday hasnt happened,0.0,Neutral
438,reorder second package brand casing occasional home user happy amount sausage made product use kitchenaid grinder lem stuffer necessary run water inside casing soaking convenient use store,0.2,Neutral
439,purchased single cup coffee maker 700 walmart came free package senseo coffee pods hooked walmart quit selling senseo amazon quit selling could find way expensivebr decided try melitta coffee pods really every bit good better senseo coffee podsbr like medium roast mellow smooth bitey allbr problem drink two cups day could would drink day br great stuff,0.41836734693877553,Neutral
440,almonds super snack price dear family get enjoy healthy economically friendly budget night time nibbley,0.40208333333333335,Neutral
441,delicious snacks taste like freshspring peas look like slender pale green pods delicate satisfying crunch look festive scattered salad eaten right bag healthful ingredients low calories intriguing flavor given new favorite still found local stores really big city order see mean,0.13073676323676325,Neutral
442,like one better ones earths best variety good son seems enjoy allbr br going away weekend perfect feedings packaged well variety helps,0.72,Positive
443,zevia root beer flavor one favorites zevia flavors strong root beer taste find tastes lot like memories aw root beer back growing canada back started replacing sugar high fructose corn syrup im sure aw root beer different us canada food aw restaurants us nothing like food aw canada restaurantsbr br case love theres nothing natural ingredients naturally sugar free summer often combined zevia root beer clemmys sugar free vanilla bean ice cream make sugar free root beer floats sometimes orange zevia instead root beer absolutely amazing guilt free floats,0.28523809523809524,Neutral
444,excellent product dog thriving healthy filler also like convenience delivered house dont carry,0.75,Positive
445,great baby foods like variety pack much cheaper buying local grocers coop wish came squeezie pouches,0.3333333333333333,Neutral
446,impulse buy purchased food items decided try getting amazon later found product much cheaper local big box membership warehouse store jerky freshness find local stores hoping fresher ie softer jerky,0.04,Neutral
447,cereals ever tasted best tasting feels great eating something healthy ingredients organic amazingly healthy stuff packed box actually look forward healthy breakfast get boxes shipped work keep desk quick healthy breakfast tastes amazing,0.5259259259259258,Positive
448,pop chips great altenative potato chips less fat tons flavor highly recommend whole family loves,0.24833333333333335,Neutral
449,need small pinch salt add loads unique flavor foodbr br good,0.27499999999999997,Neutral
450,certified personal trainer always looking products recommend clients course would never recommend anything tried first free range turkey jerky excellent choice snacking sheltons far best tasting flavor spicy certainly bland either jerkys texture chewable leatherlike even elderly clients chew turkey beef saves calories fat great source antibioticfree protein make feel bloated perfect snacking need worry refrigeration opening carry gym bag perfect postworkout protein snack also recommend clients keep work avoid tempted vending machines amazon great price,0.5621212121212121,Positive
451,love cookies type 1 diabetic weight watcher still strong craving sweets chocolate particular cookie packet solves give great taste sweet chocolate without guilt blowing diabetic weight loss diets feel like get many since theyre small also love fact theyre portioned mebr cant say enough cookies wait theyre available shelves please hurry murray,0.33999999999999997,Neutral
452,20 calories per cup rich chocolate taste best buy also zero cholesterol cant beat,0.6875,Positive
453,ive wanted try truffles quite havent found anything budget im already big fan company salts knew good start found good truffle flavor sort umami quality overbearing use right amount salt taste get enough truffle flavor notice also ordered white truffle oil company okbut black truffle salt really good already 2 cart,0.27738095238095234,Neutral
454,discovered kind bars airport pretty good taste great searching pizza good would set,0.61,Positive
455,product always arrived time never issues switched brand perscription brand works good less cost perscription one cats urine hasnt smelled like amonia since started using havent accidents outside litter box unlike love product,0.2583333333333333,Neutral
456,never sampled flavor took chance ordered 2 pack sounded delicious im happy say made right choice excellent combination chocolate raspberry one flavor overpower new favorite kcup definitely buy supply runs,0.5317254174397031,Positive
457,usually buy trader joes brand love brand isnt crispy much softer snack kids eat car actually less messy dont find quite tasty kids love first tried thought maybe moisture leaked opening jars realised different texture definitely grew,0.09259259259259259,Neutral
458,never liked tomato sauce pasta tried cherry tomato sauce naturally little sweeter sauces quite peppery commenter noted fresh tasting tastes almost good making slowcooked sauce im excited find sauce amazon costco longer carries,0.13124999999999998,Neutral
459,timothys german chocolate cake kcup 1 flavor best friend hook flavor well taste chocolate coconut yummy keep good work timothys,0.5666666666666667,Positive
460,love treats great training also put treat ball keep dog occupied home perfect size treat balls price greatbr thanks,0.625,Positive
461,love organix wet food particular formula seemed upset cats gi diarrhea stopped eating days food tried introducing formula snack wont touch problems turkey rice chicken formula continues eat formulawondering spinach upset still great brand great company,0.2611111111111111,Neutral
462,love coffee love mochas love amarettobr product however disgusting,0.125,Neutral
463,good tea lemon pretty good served warm even though typically thought cold beverage like multipack good way save money,0.31190476190476196,Neutral
464,hoping find green tea little caffeine decaffeinated tea caffeine one however still made jittery could feel effects immediately,-0.19375,Neutral
465,love chips perfect low fat snack keep held day thing bad amazon price 20 24 pack 80 cents sadly discovered great snack work vending machine 75 cents would expect buy 50 pack buy 24 vending machine highly recommend chips savings buying amazon,0.18,Neutral
466,bought mine whole foods smaller beautiful packaged glass container nutellas expensive figure since came directly italy would higher quality especially organic like overly sweet chocolate paste based amazon ad supposed used desserts instead wanted use europe bread waffles butter wafer cookies found grab gallon water every taste would prefer less sugar like justins nutella hrefhttpwwwamazoncomgpproductb002jg5tvsjustins nut butter natural chocolate hazelnut blend 16 ounce plastic jars pack 3a,0.11833333333333333,Neutral
467,navitas naturals chia seed become favorite easy set next delivery date enjoy healthy seeds sad amazon removed autoship program continue buy long available health benefits,0.2104166666666667,Neutral
468,making change typical american diet healthier organic wholegrain centered diet mean feat 6yearold work hard find products really likes children age hooked artificial high fructoseladen junk aggressively marketed kids refuse buy anything high fructose corn syrup needless say poptarts known house saw whole foods thought wed give trybr br big caveat review meant endorse healthy breakfast organic still treat said something allow daughter week something really enjoys im former chocolate poptart addict honestly say like even better train palate realize foods chock full artificial ingredients actually quite disgusting pastries sweet cloying chocolate actually tastes like chocolate conceptbr br also want note purchasing subscribe save considerable savings buying grocery store said done ill paid dollar box less ordering amazon rather buying whole foods like eat healthier also like trim fat wallet,-0.023750000000000007,Neutral
469,im always looking singleuse coffee strong enough taste without using two pods isnt fact ive cheap instant coffee taste betterbr br use pod quick cup take im traveling dont expect product taste like fresh ground brewed coffee expect flavor flavor coffee similar reused groundsbr br redeeming quality marley product freetrade organic productbr br im sure im going leftover packages dont want insult guests serving seems waste throw away maybe use garden,0.22666666666666666,Neutral
470,writing review sitting computer wolfing food im starvingbr br heated product saucepan high heat 5 minutes boiling base tastes like regular tomato soup better campbells tomato soup would say vegetables mixed corn green beans carrots green beans carrots basically turn mush mouth barely taste corn isnt mushy doesnt taste sweet suspect something canned tomato base alphabet noodles nice texture smooth mushybr br love soup satisfying something fatfree repurchase many times im sure would also make excellent kids food,0.17999999999999997,Neutral
471,delicious ordered french vanilla cappuccino looking something delicious doesnt require extra effort adding cream sugar exactly went 24 pack 23 weeks definitely ordering another box soon would recommend anyone enjoys french vanilla flavor normally adds cream sugar coffee,0.3,Neutral
472,christmas gift 9 year old nephew excited good quality durable,0.3916666666666666,Neutral
473,absolutely love ellas kitchen pouches sweet potato pumpkin apples blueberry one 12mo sons favorite although 5yo loves well wish discovered sooner squeeze bowl spoon feeding let little one drink directly pouch theyre convenient healthy highly recommend,0.27464285714285713,Neutral
474,liked tea different refreshing bright red maroon colored makes beautiful refreshing tea clear glass drank cold iced tea,0.2944444444444445,Neutral
475,lime chili saw package intrigued seemed like odd combination like taste lime really like zing good chilibr br well label half right taste lime really quite distinct refreshing really enjoy part equation experience chips chili taste overpowered lime much chili flavor begin withbr br still lime test refreshingbr br good product lime end rather unsatisfactory pairing lime chili doesnt quite work,0.2865800865800866,Neutral
476,heard enough dogs getting sick dying eating chinese chicken jerky went looking products made us found ordered several 1 lb bags fewer fewer vendors listed amazon price quadrupled last purchase called manufacturer see stopped making product person said reformulated waited show went back manufacturers web site see changedbr br appalled found bags old product list ingredients chicken natural smoke flavor thats allbr br heres reformulated product ingredient list chicken betaine brown sugar cultured dextrose sea salt natural smoke flavor garlic powder mixed tocopherols preservative paprika extract color rosemary extractbr br didnt know betaine looked net reading still dont know isbr br crude protein dropped 77 50br crude fat increased 2 5br moisture increased 18 28br br going give product dog make chicken jerky ovenbr br br updatebr br went new petco opened near found 1 lb package colorado naturals chicken jerky dog treats made usbr br ingredients chicken breasts natural flavoringsbr br crude protein 70br crude fat 37br moisture 10br br buying run old stock true chews,-0.25288600288600294,Neutral
477,surprisingly works prescribed used two cups tea bag however let first cup steep 5 minutes leave tea bag second cup reduces strong flavoringbr br drink tea jog maybe twice week see results efficient workout tea would work better drink maybe 5 cups day,0.37666666666666665,Neutral
478,best jerky around far flavor little fatty times sometimes dry,0.1291666666666667,Neutral
479,pleased able get flintstone candies party favor theme used make favors folks really liked,0.5333333333333333,Positive
480,makes product unique packaged baby food comes pouches pourable spouts ease storing packing daycare open shut pourable plastic pouch durable personally didnt eat organic baby meals friends little boy ate discernible complaints,0.046875,Neutral
481,omg obsessed pomegranate bai refreshing great lowcal product refuel antioxidants great drink get 3hour classes night locallybased get really excited see places cant get enough bai,0.32916666666666666,Neutral
482,since diagnosed type ii diabetes drink drink taste great enough sweetness satisfying,0.43333333333333335,Neutral
483,tasty satisfying treat dont like bars sweet one right overall chocolate peanut butter flavors subtle without overwhelming hoping might bit less 110 calories might expecting much bar size snickers bar snickers 273 calories plus 4 grams protein pretty good bar size bar work well meal snack still keep track diet,0.22857142857142856,Neutral
484,sorry reviewer absolutely talking nonscence 7 cats 8 bags cabinets gone days end without giving cats absolutely fine also run shelter lot cats acted like saisbr br cat treats ingredients label like cat treat cats love cats also love party mix mean drugged productbr br said please listen nonscence ratingsbr br cats love temptations beg like thembr br feed 10 treats home time suggested ammount course could go snackbr br love taste good cats also healthybr br 7 cats one cats eat 45 treats gets full easy rest eat put neighbor sais cats like spoiled people food shocked returned bag sent christmasbr br tried get eat also walked away tried also put one mouthbr br also 35 cats shelter love treats eat many give afford buy time get every months keep time catsbr br great product like buy large bags saving money,0.2876116071428571,Neutral
485,hesitant order halvah longdistance instead buying locally many times experience find product old seriously dried probably doesnt move quickly midwest received order parthenonfoodscom immediately opened absolutely delighted products freshness deliciousness ill ordering soon folks pleasure found vendor whose product quality trust folks deserve attention check hrefhttpwwwamazoncomgpproductb000lrh58wdeli fresh marble chocolate halva approx 1lba thanks parthenon foods,0.17916666666666664,Neutral
486,love packaging flavor 2 yr old loved thought great thick,0.35999999999999993,Neutral
487,fans brown lid naturalstyle peanut butters skippy doesnt disappointbr br peanut flavor strong theres oil separation stirring necessary texture creamy smooth far differences natural offerings brands long stick creamy variety kids cant tell difference dont mind changing whatever salebr br said long amazon continues carry 6pack reasonable price ss program anticipate well continue enjoy,0.17037037037037037,Neutral
488,sorry sicilia loved bought lemon product years happened try true lemon superior drink lots brewed ice tea product taste like real fresh lemon easy use,0.35555555555555557,Neutral
489,ive read lots reviews deeming tea coffee tasting roasted flavors truthful tastes way could imagine second hand smoke would strong requires 15 minutes steep faint hearted ive heard wonderful reviews related weight loss regarding product able tolerate taste long enough actually see weight loss benefits good luck care brave roasted flavor,0.2819444444444444,Neutral
490,great product great price amazon using subscribe save option natural ingredients nothing cant pronounce,0.5666666666666668,Positive
491,found spice shop vacation makers mark lovers couldnt resist buying bottle wife decided wanted make barbeque chicken last night realized barbeque sauce remembered sauce chicken turned wonderful sauce slightly sweet flavor hint spice must try makers mark lovers well run im buy case sauce web,0.030000000000000006,Neutral
492,love salt minerals aftertaste lasts long time great texture,0.4166666666666667,Neutral
493,cat loves food makes coat shiny price flat cans also really good,0.33749999999999997,Neutral
494,complaint couple bags outstanding pretzels arrived opened nuggets loosely living box remaining bags delicious almost nutty flavor terrific texture id buy without hesitation,0.2246153846153846,Neutral
495,steaks came well sealed packaged delicious price right size quality steaks came would recommend getting product gourmet food lover life,0.6428571428571428,Positive
496,tea wonderful delightful taste mango make stronger adding tea bags strong preference add little honey delicious neighbors try fell love drank whole stash one spouses favorites even enjoy im coffee drinker,0.5432291666666667,Positive
497,one favorite coffee flavors suggestions would make little stronger someone recently broke house took mocha nut fudge needless say happy bought 2 pack hopefully wont run soon,0.12250000000000001,Neutral
498,best vanilla beans ever purchased used beans butter cream icing compliments endless happy purchase shipping extraordinarily fast definitely purchase,0.375,Neutral
499,purchased shared coffee mess using last two weeks everyone likes flavorful goes well unflavored lightsmooth bodied coffees boldbitter coffees tend overpower mint flavorbr br pump feature leak use expecting little drips placed cup catch sullied yet well designed preference liquid creamer powdered way go especially access refrigeration,-0.090625,Neutral
500,like munch popcorn watching movie home like serious heat food ie daves insanity sauce youll love spicy popcornbr br sure share people handle heat itd certainly waste toss half bag popcorn,0.06000000000000001,Neutral
501,peanut butter fiend admit however health conscious realize cant eat peanut butter day stay thin however really could eat pb2 day still successfully watch weight stuff remarkably good ive tried everything terms lower calorie peanut butter substitutes absolutely crave stuff love pbj dont want trade larger pair pants pb2 way go really taste great comes 16 oz bags like theyre bit messy powder seems get everywhere usually pour large ziplock bag canister would even better scoop want want little tip,0.20845238095238094,Neutral
502,silica trace mineral strengthens bodys connective tissues muscles tendons hair ligaments nails cartilage bone vital healthy skin silica deficiency result reduced skin elasticity hamper bodys ability heal wounds food sources silica include millet leeks green beans garbanzo beans strawberries cucumber mango celery asparagus rhubarb natural form silica found horsetail herbbr br eden one favorite companies purchase care much making highest quality products customers complete transparency site offers complete information products hrefhttpwwwamazoncomgpproductb001qxyz4meden millet whole grain16 ounce pouches pack 12a eden gives following labelstags glutenfree wheatfree kosher organic low fat low sodium antioxidants fibermacrobiotic nongmo verified also give following nutrition facts milletbr br according fda diets rich whole grain plant foods low total fat saturated fat cholesterol may reduce risk heart disease cancers also low fat diets rich fibercontaining grain products fruits vegetables may reduce risk types cancer disease associated many factors eden organic millet low fat contains saturated fat cholesterol good source fiber protein thiamin b1 magnesium excellent source manganese also complete protein source containing essential amino acids gluten free 100 whole grainbr br millet extremely versatile whole grain determined amount water used cooking light fluffy soft creamy eden organic millet delicious plain fresh dried fruit sweet vegetables winter squash sweet corn serve porridge main grain lunch dinner millet tastes great condiment eden organic gomasio eden shake eden dulse flakes roasted seeds nuts best results impart nuttier flavor fluffier texture dry roast washed millet cast iron heavy skillet mediumlow flame stirring constantly golden cook according package directions deliciously creamy soothing soups stews used make grain burgers croquettes salads desserts whole grain muffins breads pancakes waffles makes awesome millet mashed potatoes cook millet cauliflower mash even use make stuffing squash cabbage rollsbr br millet tastes great sweet savory add cinnamon maple syrup breakfast throw whatever sweet savory soup creating throw coffee grinder make fresh millet flour since millets natural flavor mild anything tastes great adding nutrition giving great source silica,0.2775722789115647,Neutral
503,husband ultimate food snob would find crunching biscotti time also daughter would pack lunch hard dont dip coffee perfect,0.23611111111111108,Neutral
504,sure thin issue bars tasty necessary snack times find difficult eat one taste greatbr definitely try,-0.08,Neutral
505,love horizon organic milk pretty much products kids love flavors milk including regular ol white milk tell know drinking horizon milk taste like school due higher sugar content flavored milks vanilla strawberry chocolate usually water flavors white milk litte cups home dont seem care either way drink milk meals without nagged love convenience able toss packages cooler road trips take stock pile without keeping cooler longer tripsbr br important tips make sure shake well opening serving want keep milk squeezed little hands holding raise flaps either side package poking straw top handing child learned preschool teacher juice boxes works well milk packages also,0.22109375,Neutral
506,ingredients listed br br ingredientsbr black beans blackeyes peas pearly barley navy beans,-0.16666666666666666,Neutral
507,drink ton fluids day easily couple gallons important drink something without lots calories sugar caffeine normally would mean fairly flavorless drink next part matters well tea answer thatbr br getting bulk wholesale club lived east coast havent able find bulk since moved west coast far found amazon signed subscriptioncheaper buying store delivered right door month free beat thatbr br affiliated way amazon lipton,0.2656547619047619,Neutral
508,excellent cookies without high fructose corn syrup real vanilla flavor right amount sweetness taste lot like trader joes vanilla wafers without butter,0.41142857142857137,Neutral
509,cant imagine cup coffee without delicious syrup added calorie sugar free starts middles finishes day,0.7,Positive
510,trying take pounds started keep food log requires know many calories meal plan meals advance one standbys breakfast quaker instant oatmeal eat five mornings week breakfast consists two packets quaker instant oatmeal 320 calories good percentage carb intake day add little soy milk real maple syrup keeps satisfied lunchtime 400 calories oatmeal benefit cholesterol management well providing carbs fuel morning ive tried several brands quaker always substantial feel sort like real oatmeal budget brands always tendency clump onme reason dont recommend like stuffbr br also check high fiber version hrefhttpwwwamazoncomgpproductb0029jxlzgquaker oatmeal instant oatmeal high fiber maple brown sugar 126 oz 12 packa,0.18604166666666666,Neutral
511,yes sauce heat feeling tasty unique hot lives fame bottle says feel alive tell tasted feel happy relaxed amazing sensations really im joking consume hot sauces daily never rush wow,0.2972222222222223,Neutral
512,really good tea drinking pregnancy tone uterus good taste,0.7,Positive
513,first read bars magazine article written personal trainer stated always keeps one travel bag purse case emergencies read reviews amazon wasnt sure purchased single bar local health food store fell love thats decided make bulk purchase herebr br tried flavors package well creamy peanut butter healthy also delicious require gluten free diet tried gluten free bars satisfied taste incredible even used bar satisfy sweet toothbr br normally look protein bar ratio protein sugar unfortunately lot higher protein choices also contain high amounts sugar 20g protein lot higher average bar 0g sugar simply losebr br finally would like mention several users seemed given low rating simply image presented perhaps changed problem noticing fact bars 100 calorie thinkthin bites find perfect snack full size bars clear imagebr br bottom line highly recommend thinkthin bars,0.24994897959183673,Neutral
514,guys tired traditional wife gifts try giving delicious assortment herfor reason allbesides think gets share couple wonderful sampler fresh grapes fine olives carrs table water crackers boars head sopressataand course 2 bottles new zealands marlborough sauvignon blanclets say youll evening rememberoh yes dont forget background music cheeses fresh top quality complementing sides portion would wanted serve 46 people easily,0.36863636363636365,Neutral
515,great find family first mixed vegetables one best flavors baby food also sometimes hard find stores near typically meager selection eight pack takes care needs everything comes neatly shipped compact little box tear top keep together every tub arrived really long expiration date cant go wrong,0.09280303030303029,Neutral
516,awful tasting product ever eaten fed cats wouldnt eat,-1.0,Negative
517,love tea like peach flavored teas youll probably like good amount peach flavor mild overall strong like black grassy like green try brands end always coming back stash blendsflavors always favorites especially earl grey,0.15499999999999997,Neutral
518,daughter 10 months old almost choked yesterday trying cookies chewing less five minutes big piece broke got stuck palate able retrieve scary dangerous first box got whole foods contained several cookies broken pieces known better use product young baby extremely dangerous,-0.04743589743589744,Neutral
519,cat problems tons cat foods kind agrees,0.6,Positive
520,long time fan crystal liights green tea natural honey lemon reason able find stores 3 4 months surprised find product availableplease note word natural missing product title doesnt taste bad influenced honey lemon original guess presume get used,0.0027777777777777866,Neutral
521,husband switched three dogs canidae earlier year based many glowing recommendations found internet dogs done well recently always bought 40 pound bags three large dogs 35 pound bags became ill diarrhea oldest dog diarrhea horrible hot spots buttocks fur falling flaky dry skin last weeks one dogs sick house today husband mentioned beginning suspect canidae suspected canidae may changed formula checked internet see anyone else complaining complaints internet apparently canidae changed formula without warning many dogs tolerated well past suddenly becoming violently ill husband picking bag another brand tonight used problems past dont feed canidae dog owners know change pets food suddenly cause become ill apparently canidae without warning anyone allowing opportunity gradually switch dogs new formula apparently canidae blaming net hysteria reason people blaming food dog illnesses dogs sick several weeks way even suspected canidae,-0.09560786435786435,Neutral
522,sent christmas gift heard rave reviews im going get try warned blue strong someone really enjoys strong blue cheese advised use sparingly happy purchase,0.3111111111111111,Neutral
523,crackers slightly sweet absolute favorite theyre hard find area case price cant beat,0.18958333333333333,Neutral
